ComplaintID,Complaint,Category,Urgency
CMP_13685,The brakes of campus bus number Shuttle-C failed completely while descending the hill road.,Transport,Critical
CMP_13686,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_13687,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_13688,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_13689,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13690,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13691,"an emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_13692,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_13693,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_13694,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13695,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_13696,the toilet flush mechanism in bathroom 2 is broken and not working.,Plumbing,Medium
CMP_13697,The main entry door lock for room 235 is rally completely broken and cannt be locked.,Hostel,High
CMP_13698,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13699,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_13700,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_13701,"the authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_13702,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_13703,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_13704,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_13705,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_13706,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_13707,Complete network outage across the entire PG Married Hostel block preventing project submissions.,Internet,High
CMP_13708,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_13709,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_13710,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_13711,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_13712,Bedbugs found in the mattress provided in room 442 of Girls Hostel Block D.,Hostel,Medium
CMP_13713,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_13714,The window latch in room 554 is loose and needs to be tightened.,Hostel,Low
CMP_13715,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13716,"the morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_13717,The breakfast was served cold today at the counter.,Mess,Low
CMP_13718,Rainwater is leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_13719,Complete network outage across the entire Boys Hostel Block A block preventing project submissions.,Internet,High
CMP_13720,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_13721,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_13722,"A large chunk of plaster fell from the ceiling in room 379, narrowly missing a student.",Hostel,Critical
CMP_13723,The projector screen in classroom 586 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_13724,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_13725,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_13726,The ceiling fan in room 334 is making a slight clicking sound.,Hostel,Low
CMP_13727,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_13728,the exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13729,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_13730,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_13731,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13732,Severe water leakage from the ceiling in room 392 damaging personal belongings.,Hostel,High
CMP_13733,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 13.,Laboratory,Critical
CMP_13734,The window latch in room 479 is loose and needs to be tightened.,Hostel,Low
CMP_13735,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_13736,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13737,The air conditioning in the long-route university bus number B-01 is completely broken.,Transport,Medium
CMP_13738,The WiFi network speed in Boys Hostel Block A has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_13739,The visitor logbook at the entrance gate is not being filled out properly by guards.,Security,Low
CMP_13740,The grades for the semester final exams haven't been updated even after 3 weeks of submission.,Academic,Medium
CMP_13741,Oscilloscope number 36 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13742,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_13743,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_13744,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13745,Sparking and a burning plastic smell coming from the distribution board near room 558.,Electricity,Critical
CMP_13746,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_13747,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_13748,The window latch in room 333 is loose and needs to be tightened.,Hostel,Low
CMP_13749,The study lamp socket on table 19 is not drawing any power.,Electricity,Low
CMP_13750,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_13751,LAN connection port in room 411 is physically damaged and loose.,Internet,Medium
CMP_13752,the automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_13753,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_13754,Live naked electric wires are exposed in the hallway of the fourth floor near the water cooler.,Electricity,Critical
CMP_13755,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13756,The washbasin tap in room 273 is dripping slowly continuously.,Plumbing,Low
CMP_13757,The ceiling fan in room 211 is rally making a slight clicking sound.,Hostel,Low
CMP_13758,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_13759,several pages are torn or missing from the core reference book for course code me-204.,Library,Medium
CMP_13760,The air conditioning in the long-route university bus number B-12 is completely broken.,Transport,Medium
CMP_13761,sparking and a burning plastic smell coming from the distribution board near room 166.,Electricity,Critical
CMP_13762,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_13763,Complete network outage across the entire Boys Hostel Block B block preventing project submissions.,Internet,High
CMP_13764,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13765,No hot water supply in the showers of Hostel 5 during early morning hours.,Plumbing,Medium
CMP_13766,The toilet flush mechanism in bathroom 7 is broken and not working.,Plumbing,Medium
CMP_13767,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_13768,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13769,One of the three tube lights in room 462 has fused.,Electricity,Low
CMP_13770,Oscilloscope number 32 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13771,"A large chunk of plaster fell from the ceiling in room 582, narrowly missing a student.",Hostel,Critical
CMP_13772,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_13773,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_13774,The WiFi network speed in Girls Hostel Block D has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_13775,Oscilloscope number 35 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13776,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_13777,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_13778,lan connection port in room 509 is physically damaged and loose.,Internet,Medium
CMP_13779,The mouse attached to computer terminal 13 in the computer lab is rally malfunctioning.,Laboratory,Low
CMP_13780,Essential primary medicines like paracetamol and antacids are out of stock at the pharmacy.,Medical,Medium
CMP_13781,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_13782,The washbasin tap in room 176 is dripping slowly continuously.,Plumbing,Low
CMP_13783,The study lamp socket on table 4 is not drawing any power.,Electricity,Low
CMP_13784,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_13785,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_13786,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_13787,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13788,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_13789,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13790,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_13791,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13792,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_13793,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_13794,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13795,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_13796,Live naked electric wires are exposed in the hallway of the first floor near the water cooler.,Electricity,Critical
CMP_13797,The WiFi network speed in Girls Hostel Block D has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_13798,One of the three tube lights in room 279 has fused.,Electricity,Low
CMP_13799,The visitor logbook at the entrance gate is rally nt being filled out properly by guards.,Security,Low
CMP_13800,The air conditioning in the long-route university bus number B-04 is completely broken.,Transport,Medium
CMP_13801,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_13802,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13803,toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_13804,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_13805,"The main water pipeline has burst, causing massive flooding in the basement of PG Married Hostel.",Plumbing,High
CMP_13806,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_13807,The driver of route B-07 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_13808,One of the external streetlights near the parking lot is flickering.,Security,Low
CMP_13809,The main server rack hosting all student terminal virtual machines has crashed entirely.,Laboratory,High
CMP_13810,Bedbugs found in the mattress provided in room 344 of Hostel 5.,Hostel,Medium
CMP_13811,"a large chunk of plaster fell from the ceiling in room 388, narrowly missing a student.",Hostel,Critical
CMP_13812,An entire batch's official physical final marksheets and degree registry files were destroyed.,Academic,Critical
CMP_13813,the air conditioning in the long-route university bus number shuttle-a is completely broken.,Transport,Medium
CMP_13814,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_13815,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 10.,Laboratory,Critical
CMP_13816,Sparking and a burning plastic smell coming from the distribution board near room 498.,Electricity,Critical
CMP_13817,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_13818,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_13819,Firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_13820,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13821,Complete power blackout in the entire wing of Hostel 9 for over 6 hours.,Electricity,High
CMP_13822,Bedbugs found in the mattress provided in room 272 of Hostel 9.,Hostel,Medium
CMP_13823,The cooking staff are using severely expired ingredients and rotten meat in the kitchen.,Mess,Critical
CMP_13824,severe water leakage from the ceiling in room 259 damaging personal belongings.,Hostel,High
CMP_13825,"the swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_13826,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13827,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_13828,an unidentified suspicious outsider entered the hostel premises without authorization or id check.,Security,High
CMP_13829,the mouse attached to computer terminal 10 in the computer lab is malfunctioning.,Laboratory,Low
CMP_13830,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_13831,The main circuit breaker keeps tripping every time the air conditioner is turned on.,Electricity,High
CMP_13832,"The main water pipeline has burst, causing massive flooding in the basement of Girls Hostel Block D.",Plumbing,High
CMP_13833,"The library structural pillars in the basement are showing deep cracks, causing panic.",Library,Critical
CMP_13834,"The main water pipeline has burst, causing massive flooding in the basement of Boys Hostel Block B.",Plumbing,High
CMP_13835,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_13836,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_13837,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_13838,The toilet flush mechanism in bathroom 5 is broken and not working.,Plumbing,Medium
CMP_13839,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_13840,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13841,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_13842,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_13843,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_13844,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_13845,Oscilloscope number 24 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13846,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13847,"The corridor lights on the second floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_13848,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13849,lan connection port in room 399 is physically damaged and loose.,Internet,Medium
CMP_13850,The projector screen in classroom 583 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_13851,The evening shuttle bus arrived 20 minutes later than the scheduled timetable.,Transport,Low
CMP_13852,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_13853,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 1.,Laboratory,Critical
CMP_13854,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13855,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13856,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_13857,Complete network outage across the entire Hostel 9 block preventing project submissions.,Internet,High
CMP_13858,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_13859,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_13860,No hot water supply in the showers of Hostel 9 during early morning hours.,Plumbing,Medium
CMP_13861,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_13862,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_13863,one of the three tube lights in room 159 has fused.,Electricity,Low
CMP_13864,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_13865,Mass scale technical malpractice detected during the online proctored placement exams.,Academic,Critical
CMP_13866,Severe water leakage from the ceiling in room 576 damaging personal belongings.,Hostel,High
CMP_13867,Complete power blackout in the entire wing of Hostel 5 for over 6 hours.,Electricity,High
CMP_13868,The study lamp socket on table 9 is not drawing any power.,Electricity,Low
CMP_13869,Bedbugs found in the mattress provided in room 558 of Boys Hostel Block B.,Hostel,Medium
CMP_13870,A critical cardiac emergency occurred at the sports arena and the emergency response was delayed.,Medical,Critical
CMP_13871,The digital library portal is completely inaccessible right before the mid-term examinations.,Library,High
CMP_13872,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_13873,Water drain in the common washroom is slow to clear.,Plumbing,Low
CMP_13874,A student is unconscious and unresponsive in room 134 following a sudden seizure.,Medical,Critical
CMP_13875,Oscilloscope number 31 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13876,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13877,Complete power blackout in the entire wing of Girls Hostel Block D for over 6 hours.,Electricity,High
CMP_13878,the window latch in room 529 is loose and needs to be tightened.,Hostel,Low
CMP_13879,Complete network outage across the entire Hostel 5 block preventing project submissions.,Internet,High
CMP_13880,The ceiling fan in room 569 is making a slight clicking sound.,Hostel,Low
CMP_13881,The nylon net on the basketball hoop is torn and needs replacement.,Sports,Low
CMP_13882,Sewage backflow coming out of the floor drains in the ground floor bathrooms.,Plumbing,Critical
CMP_13883,The biosafety cabinet ventilation failed while handling pathogenic bacterial samples.,Laboratory,Critical
CMP_13884,"The air conditioning system in the reading room is rally turned off, making it suffocating.",Library,Medium
CMP_13885,An unidentified suspicious outsider entered the hostel premises without authorization or ID check.,Security,High
CMP_13886,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13887,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_13888,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_13889,Rainwater is rally leaking from the roof directly onto the rare manuscript and book archive section.,Library,High
CMP_13890,the plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_13891,A bicycle locked near block Hostel 5 was stolen during broad daylight.,Security,Medium
CMP_13892,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_13893,"The swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_13894,The main fiber optic line to the engineering department block was cut during construction work.,Internet,Critical
CMP_13895,The study lamp socket on table 35 is not drawing any power.,Electricity,Low
CMP_13896,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13897,The page load time for the student portal is very high on the campus network.,Internet,Low
CMP_13898,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_13899,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_13900,No hot water supply in the showers of Girls Hostel Block D during early morning hours.,Plumbing,Medium
CMP_13901,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13902,an armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_13903,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13904,A caterpillar and dead flies were found in the vegetable curry served during dinner.,Mess,High
CMP_13905,The WiFi network speed in Hostel 5 has dropped below 1 Mbps since yesterday.,Internet,Medium
CMP_13906,A professor is refusing to accept legitimate medical certificates for mandatory attendance criteria.,Academic,High
CMP_13907,a gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13908,The indoor gym equipment cable snapped while a student was lifting heavy weights.,Sports,High
CMP_13909,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_13910,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13911,The brakes of campus bus number B-07 failed completely while descending the hill road.,Transport,Critical
CMP_13912,The balcony railing on the fourth floor of Hostel 9 is completely detached and hanging.,Hostel,Critical
CMP_13913,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13914,Several pages are torn or missing from the core reference book for course code PH-102.,Library,Medium
CMP_13915,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_13916,"The spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_13917,"An emergency patient arrived, but the campus ambulance oxygen cylinder was found empty.",Medical,High
CMP_13918,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13919,The driver of route B-04 was driving extremely recklessly and speeding over speed bumps.,Transport,High
CMP_13920,Complete power blackout in the entire wing of Boys Hostel Block B for over 6 hours.,Electricity,High
CMP_13921,LAN connection port in room 596 is physically damaged and loose.,Internet,Medium
CMP_13922,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 27.,Laboratory,Critical
CMP_13923,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_13924,Several pages are torn or missing from the core reference book for course code ME-204.,Library,Medium
CMP_13925,The whiteboard markers provided to professors are mostly dried up and unreadable.,Academic,Low
CMP_13926,A bicycle locked near block Hostel 9 was stolen during broad daylight.,Security,Medium
CMP_13927,"The floodlights on the football ground are not turning on, stopping evening practice.",Sports,Medium
CMP_13928,Toxic chemical cleaning agent accidentally spilled into the major cooking vessel containing soup.,Mess,Critical
CMP_13929,The main entry door lock for room 179 is completely broken and cannot be locked.,Hostel,High
CMP_13930,the page load time for the student portal is very high on the campus network.,Internet,Low
CMP_13931,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_13932,The waiting time at the campus health center exceeded an hour for a routine checkup.,Medical,Low
CMP_13933,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13934,The study lamp socket on table 15 is not drawing any power.,Electricity,Low
CMP_13935,Bedbugs found in the mattress provided in room 241 of Girls Hostel Block C.,Hostel,Medium
CMP_13936,"the spectator stands collapsed during the annual track event, injuring several onlookers.",Sports,Critical
CMP_13937,Complete network outage across the entire Boys Hostel Block B block preventing project submissions.,Internet,High
CMP_13938,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
CMP_13939,more than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_13940,The breakfast was served cold today at the counter.,Mess,Low
CMP_13941,The toilet flush mechanism in bathroom 2 is broken and not working.,Plumbing,Medium
CMP_13942,The balcony railing on the ground floor of Girls Hostel Block C is completely detached and hanging.,Hostel,Critical
CMP_13943,wifi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_13944,A major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_13945,"The overhead water tank is overflowing heavily, leaking directly into the main electric generator room.",Plumbing,Critical
CMP_13946,The main entry door lock for room 352 is completely broken and cannot be locked.,Hostel,High
CMP_13947,Bedbugs found in the mattress provided in room 105 of Girls Hostel Block D.,Hostel,Medium
CMP_13948,Complete lack of running water in the entire hostel building since morning.,Plumbing,High
CMP_13949,firewalls are blocking access to critical academic research servers and repository sites entirely.,Internet,Critical
CMP_13950,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_13951,"A large chunk of plaster fell from the ceiling in room 365, narrowly missing a student.",Hostel,Critical
CMP_13952,The automated emergency fire suppression sprinklers in the main book stack area went off falsely.,Library,Critical
CMP_13953,The seat covers on campus bus number Shuttle-A are torn and dirty.,Transport,Low
CMP_13954,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13955,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_13956,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_13957,"the quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13958,Water drain in the common washroom is rally slow to clear.,Plumbing,Low
CMP_13959,LAN connection port in room 501 is physically damaged and loose.,Internet,Medium
CMP_13960,"the swimming pool water is green, murky, and causing skin rashes due to lack of filtration.",Sports,High
CMP_13961,"The corridor lights on the fourth floor are not working, making it pitch dark at night.",Electricity,Medium
CMP_13962,The ceiling fan in room 298 is making a slight clicking sound.,Hostel,Low
CMP_13963,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_13964,"The quality of the lunch provided today was extremely poor, the rice was half-cooked.",Mess,Medium
CMP_13965,A gas cylinder regulator valve in the chemical laboratory is jammed and leaking a distinct smell.,Laboratory,High
CMP_13966,The balcony railing on the fourth floor of Hostel 5 is completely detached and hanging.,Hostel,Critical
CMP_13967,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_13968,Oscilloscope number 8 in the electronics lab shows a distorted calibration line.,Laboratory,Medium
CMP_13969,The college bus broke down in the middle of a deserted highway during an intercity trip.,Transport,High
CMP_13970,A violent physical brawl broke out between two large student groups in the main corridor.,Security,Critical
CMP_13971,The projector screen in classroom 122 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_13972,More than 15 students have reported severe stomach aches and vomiting after eating at the mess.,Mess,High
CMP_13973,WiFi keeps disconnecting every 30 minutes in the common room.,Internet,Low
CMP_13974,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13975,A caterpillar and dead flies were found in the vegetable curry served during dinner.,Mess,High
CMP_13976,The air conditioning in the long-route university bus number B-12 is completely broken.,Transport,Medium
CMP_13977,The automated book search kiosk terminal is running extremely slowly.,Library,Low
CMP_13978,A student is unconscious and unresponsive in room 324 following a sudden seizure.,Medical,Critical
CMP_13979,The drinking water dispenser in the mess area has a strange muddy taste.,Mess,Medium
CMP_13980,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_13981,The visitor logbook at the entrance gate is rally nt being filled out properly by guards.,Security,Low
CMP_13982,The weight scale machine at the triage counter shows incorrect calibration metrics.,Medical,Low
CMP_13983,"The air conditioning system in the reading room is turned off, making it suffocating.",Library,Medium
CMP_13984,"A large chunk of plaster fell from the ceiling in room 521, narrowly missing a student.",Hostel,Critical
CMP_13985,The online portal failed to register the elective course preferences due to a script error.,Academic,Medium
CMP_13986,The main entry door lock for room 555 is completely broken and cannot be locked.,Hostel,High
CMP_13987,An armed intruder managed to scale the boundary wall and enter the girls' hostel campus.,Security,Critical
CMP_13988,The barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13989,The exam paper leaked online an hour prior to the scheduled examination schedule.,Academic,High
CMP_13990,The digital thermometer at the campus clinic is out of battery and not replaced.,Medical,Medium
CMP_13991,Complete network outage across the entire Hostel 5 block preventing project submissions.,Internet,High
CMP_13992,"A heavy steel goalpost tip-over occurred, pinning a student player to the ground.",Sports,Critical
CMP_13993,"a large chunk of plaster fell from the ceiling in room 355, narrowly missing a student.",Hostel,Critical
CMP_13994,The plates and spoons provided in the dining hall are sticky and oily.,Mess,Low
CMP_13995,Several pages are torn or missing from the core reference book for course code PH-102.,Library,Medium
CMP_13996,the barcode scanner at the return counter is failing to scan books quickly.,Library,Low
CMP_13997,The on-duty doctor was absent during the specified night shift hours at the clinic.,Medical,High
CMP_13998,The projector screen in classroom 164 is manually jammed and won't roll down smoothly.,Academic,Low
CMP_13999,The toilet flush mechanism in bathroom 2 is broken and not working.,Plumbing,Medium
CMP_14000,The balcony railing on the first floor of Hostel 5 is rally completely detached and hanging.,Hostel,Critical
CMP_14001,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_14002,The fume hood in the organic chemistry lab has very weak suction and ventilation.,Laboratory,Medium
CMP_14003,The breakfast was served cold today at the counter.,Mess,Low
CMP_14004,The glass burettes in the chemistry lab have faint graduation marks that are hard to read.,Laboratory,Low
CMP_14005,"The morning campus bus is severely overcrowded, forcing students to stand on the footboard.",Transport,Medium
CMP_14006,The main entry door lock for room 465 is completely broken and cannot be locked.,Hostel,High
CMP_14007,A dangerous chemical spill of concentrated sulfuric acid occurred on bench 31.,Laboratory,Critical
CMP_14008,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_14009,"A large chunk of plaster fell from the ceiling in room 338, narrowly missing a student.",Hostel,Critical
CMP_14010,Live naked electric wires are exposed in the hallway of the ground floor near the water cooler.,Electricity,Critical
CMP_14011,a major collision involving the university transport bus occurred near the main city crossing.,Transport,Critical
CMP_14012,"The authentication gateway server is down, preventing any student from logging into the internet.",Internet,High
CMP_14013,"The synthetic track surface near the curve has peeled off, posing a tripping hazard.",Sports,Medium
